City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Koutsouras,GR,2022-05-20 02:52:28,35.0339,25.9469,63.1,57,0,29.51
283,Guanica,PR,2022-05-20 02:52:28,17.9716,-66.908,82.11,83,24,7.27
284,Yulara,AU,2022-05-20 02:52:29,-25.2406,130.9889,69.03,40,0,9.66
285,Tazovskiy,RU,2022-05-20 02:52:29,67.4667,78.7,39.33,88,100,15.37
286,Los Zacatones,MX,2022-05-20 02:52:30,22.95,-102.05,75.11,27,94,12.3
287,Westport,US,2022-05-20 02:52:30,41.1415,-73.3579,57.27,93,40,0.0
288,Lahij,YE,2022-05-20 02:52:31,13.1667,44.5833,83.1,34,5,1.68
289,Lata,PT,2022-05-20 02:52:31,40.1629,-8.3327,58.91,71,100,3.22
290,Gemena,CD,2022-05-20 02:52:31,3.25,19.7667,70.18,100,97,2.95
291,Wajima,JP,2022-05-20 02:52:32,37.4,136.9,75.88,33,0,11.5
292,Yar-Sale,RU,2022-05-20 02:52:32,66.8333,70.8333,34.09,94,100,22.97
293,Bani,DO,2022-05-20 02:52:33,18.2833,-70.3333,76.44,85,86,5.37
294,Saldanha,ZA,2022-05-20 02:52:33,-33.0117,17.9442,46.45,62,15,13.2
295,Aquiraz,BR,2022-05-20 02:52:34,-3.9014,-38.3911,81.18,84,45,3.74
296,Alofi,NU,2022-05-20 02:52:34,-19.0595,-169.9187,76.89,94,75,11.5
297,Maralal,KE,2022-05-20 02:52:35,1.0968,36.698,55.27,88,22,5.53
298,Geraldton,AU,2022-05-20 02:52:36,-28.7667,114.6,68.41,77,100,8.05
299,Kaduqli,SD,2022-05-20 02:52:36,11.0167,29.7167,81.84,52,9,5.86
300,Moron,AR,2022-05-20 02:52:37,-34.6534,-58.6198,51.55,89,20,2.3
301,Interlaken,US,2022-05-20 02:52:37,36.9513,-121.7338,69.55,59,0,10.36
302,Colquechaca,BO,2022-05-20 02:52:38,-18.6667,-66.0167,30.22,31,25,4.99
303,Arlit,NE,2022-05-20 02:52:38,18.7369,7.3853,82.81,32,13,6.87
304,Florianopolis,BR,2022-05-20 02:52:39,-27.6146,-48.5012,58.41,63,0,4.61
305,Saint-Francois,FR,2022-05-20 02:52:39,46.4154,3.9054,60.24,77,0,1.14
306,Tariba,VE,2022-05-20 02:52:40,7.8188,-72.2243,70.36,95,100,4.43
307,Tame,CO,2022-05-20 02:52:40,6.461,-71.73,69.73,97,100,2.71
308,Amarpatan,IN,2022-05-20 02:52:41,24.3167,80.9833,99.3,24,0,14.12
309,Dodge City,US,2022-05-20 02:52:42,37.7528,-100.0171,83.25,49,100,10.0
310,Salta,AR,2022-05-20 02:52:42,-24.7859,-65.4117,43.57,90,0,5.75
311,Lodja,CD,2022-05-20 02:52:43,-3.4833,23.4333,69.75,89,98,0.67
312,Kichera,RU,2022-05-20 02:52:43,55.9375,110.0997,61.95,39,84,4.16
313,Sultanpur,IN,2022-05-20 02:52:44,26.2667,82.0667,100.22,14,26,7.81
314,Sao Joao Da Barra,BR,2022-05-20 02:52:44,-21.6403,-41.0511,63.32,72,0,14.9
315,Udupi,IN,2022-05-20 02:53:45,13.35,74.75,72.64,94,100,2.37
316,Kalispell,US,2022-05-20 02:53:45,48.1958,-114.3129,43.48,86,100,4.61
317,Bowen,AU,2022-05-20 02:53:46,-20.0167,148.2333,78.01,73,66,16.33
318,Lavrentiya,RU,2022-05-20 02:53:46,65.5833,-171.0,33.78,99,94,4.45
319,Salihorsk,BY,2022-05-20 02:53:46,52.7876,27.5415,50.11,80,99,2.44
320,Imeni Babushkina,RU,2022-05-20 02:53:47,59.7573,43.1285,33.46,91,21,7.94
321,Norilsk,RU,2022-05-20 02:53:47,69.3535,88.2027,38.43,78,96,6.8
322,Mehamn,NO,2022-05-20 02:53:48,71.0357,27.8492,33.71,75,100,5.64
323,Hasaki,JP,2022-05-20 02:53:48,35.7333,140.8333,77.29,71,100,16.28
324,Kurumkan,RU,2022-05-20 02:53:48,54.3,110.3,71.35,23,39,5.68
325,Neuquen,AR,2022-05-20 02:49:12,-38.9516,-68.0591,44.49,81,0,0.0
326,Ahipara,NZ,2022-05-20 02:53:49,-35.1667,173.1667,62.92,61,77,21.32
327,Praia Da Vitoria,PT,2022-05-20 02:53:49,38.7333,-27.0667,55.76,94,20,5.32
328,Saint-Georges,GD,2022-05-20 02:49:48,12.0564,-61.7485,80.28,83,20,8.05
329,General Roca,AR,2022-05-20 02:53:50,-39.0333,-67.5833,54.34,31,68,8.43
330,Brigantine,US,2022-05-20 02:53:50,39.4101,-74.3646,62.8,89,0,6.91
331,Vorontsovka,RU,2022-05-20 02:53:51,50.6132,40.3549,49.59,85,87,4.85
332,Northam,GB,2022-05-20 02:53:51,51.0333,-4.2167,52.61,90,100,8.25
333,Bima,ID,2022-05-20 02:53:52,-8.4667,118.7167,88.5,61,57,5.19
334,Vanavara,RU,2022-05-20 02:53:52,60.34,102.2797,62.26,39,81,5.3
335,Novo Aripuana,BR,2022-05-20 02:53:53,-5.1206,-60.3797,67.32,77,78,0.89
336,Shingu,JP,2022-05-20 02:52:20,33.7333,135.9833,73.2,46,100,3.18
337,Barranca,PE,2022-05-20 02:53:53,-10.75,-77.7667,64.22,91,72,8.68
338,Champerico,GT,2022-05-20 02:53:54,14.3,-91.9167,83.55,72,79,8.03
339,Kotovo,RU,2022-05-20 02:53:54,50.3211,44.8012,50.76,65,100,3.67
340,Arinos,BR,2022-05-20 02:53:54,-15.9169,-46.1056,50.97,61,99,2.04
341,Marechal Candido Rondon,BR,2022-05-20 02:53:55,-24.5561,-54.0567,46.0,83,0,3.49
342,Disna,BY,2022-05-20 02:53:55,55.568,28.1971,48.76,88,100,5.55
343,Biograd Na Moru,HR,2022-05-20 02:53:56,43.9433,15.4519,53.76,39,6,4.12
344,Benito Juarez,MX,2022-05-20 02:53:56,19.385,-99.165,73.83,35,75,18.41
345,Coffs Harbour,AU,2022-05-20 02:53:57,-30.3,153.1333,64.36,72,100,14.97
346,Vanimo,PG,2022-05-20 02:53:57,-2.6741,141.3028,83.5,76,86,3.04
347,Chara,RU,2022-05-20 02:53:57,56.9064,118.2631,52.16,58,90,3.62
348,Sola,VU,2022-05-20 02:53:58,-13.8833,167.55,82.24,76,23,14.45
349,Dali,CN,2022-05-20 02:53:58,25.7,100.1833,71.71,54,68,4.83
350,Naze,JP,2022-05-20 02:53:59,28.3667,129.4833,67.12,89,100,19.98
351,Saskylakh,RU,2022-05-20 02:53:59,71.9167,114.0833,32.9,99,100,3.22
352,Charters Towers,AU,2022-05-20 02:54:00,-20.1,146.2667,79.54,54,8,6.11
353,Gat,IL,2022-05-20 02:54:00,31.61,34.7642,72.39,40,71,4.09
354,Tarutyne,UA,2022-05-20 02:54:00,46.1858,29.1506,53.89,69,18,6.31
355,Khorixas,NA,2022-05-20 02:54:01,-20.3667,14.9667,49.89,95,33,4.21
356,Caravelas,BR,2022-05-20 02:54:01,-17.7125,-39.2481,66.34,55,86,4.18
357,Thunder Bay,CA,2022-05-20 02:54:02,48.4001,-89.3168,44.58,93,75,6.91
358,Molina,CL,2022-05-20 02:54:02,-35.1167,-71.2833,57.36,100,100,8.05
359,Beboto,TD,2022-05-20 02:54:03,8.2668,16.939,76.03,67,77,4.12
360,Porto Velho,BR,2022-05-20 02:50:18,-8.7619,-63.9039,66.25,72,0,0.0
361,Aykino,RU,2022-05-20 02:54:03,62.2248,49.9922,37.96,69,100,9.57
362,Mount Gambier,AU,2022-05-20 02:51:51,-37.8333,140.7667,59.31,52,4,6.82
363,Rio Grande,BR,2022-05-20 02:54:04,-32.035,-52.0986,43.95,83,0,9.48
364,Mecca,SA,2022-05-20 02:54:05,21.4267,39.8261,87.15,17,0,4.68
365,Moba,CN,2022-05-20 02:55:05,33.2288,105.0179,61.95,71,99,5.41
366,Maltahohe,NA,2022-05-20 02:55:06,-24.8333,16.9833,39.9,78,51,9.01
367,Port Hedland,AU,2022-05-20 02:55:06,-20.3167,118.5667,84.25,54,0,16.11
368,Atbasar,KZ,2022-05-20 02:55:06,51.8,68.3333,52.72,78,100,11.9
369,Kangaatsiaq,GL,2022-05-20 02:55:07,68.3065,-53.4641,24.69,85,60,9.53
370,Sangmelima,CM,2022-05-20 02:55:07,2.9333,11.9833,67.42,100,100,2.46
371,Sondrio,IT,2022-05-20 02:55:08,46.169,9.8692,66.65,84,65,3.74
372,Sobolevo,RU,2022-05-20 02:55:08,54.4299,31.8996,44.06,94,47,4.76
373,La Rioja,ES,2022-05-20 02:55:09,42.25,-2.5,62.38,56,98,7.78
374,Ternate,ID,2022-05-20 02:55:10,0.8,127.4,82.99,75,68,1.83
375,Pimenta Bueno,BR,2022-05-20 02:55:10,-11.6725,-61.1936,58.46,67,81,1.19
376,Balikpapan,ID,2022-05-20 02:51:52,-1.2675,116.8289,82.18,81,66,1.7
377,Imamoglu,TR,2022-05-20 02:55:11,37.2651,35.6572,60.03,66,0,6.64
378,Komsomolskiy,UZ,2022-05-20 02:55:12,40.4272,71.7189,70.52,49,99,4.61
379,Virginia Beach,US,2022-05-20 02:55:12,36.8529,-75.978,76.03,77,40,5.75
380,Ishigaki,JP,2022-05-20 02:55:13,24.3448,124.1572,82.53,89,75,17.27
381,Hirara,JP,2022-05-20 02:55:13,24.8,125.2833,78.66,94,75,11.5
382,Kamloops,CA,2022-05-20 02:50:42,50.6665,-120.3192,58.19,52,40,17.27
383,Jiaxing,CN,2022-05-20 02:55:14,30.7522,120.75,63.57,93,100,5.55
384,Hofn,IS,2022-05-20 02:55:14,64.2539,-15.2082,47.66,92,100,8.81
385,Darhan,MN,2022-05-20 02:55:15,49.4867,105.9228,75.79,27,22,1.7
386,Los Llanos De Aridane,ES,2022-05-20 02:55:15,28.6585,-17.9182,65.95,86,75,12.66
387,Loviisa,FI,2022-05-20 02:55:16,60.4566,26.2251,42.78,76,100,7.02
388,Port Augusta,AU,2022-05-20 02:55:16,-32.5,137.7667,65.19,33,8,8.28
389,Sitka,US,2022-05-20 02:55:17,57.0531,-135.33,54.72,66,98,4.23
390,Kysyl-Syr,RU,2022-05-20 02:55:18,63.8986,122.7617,52.52,45,14,6.8
391,Batemans Bay,AU,2022-05-20 02:55:18,-35.7167,150.1833,65.91,58,100,5.82
392,Ca Mau,VN,2022-05-20 02:55:19,9.1769,105.15,84.87,69,97,4.63
393,Singkang,MY,2022-05-20 02:55:19,2.1006,102.7994,87.48,63,61,4.23
394,Port Shepstone,ZA,2022-05-20 02:55:20,-30.7414,30.455,65.43,82,55,9.04
395,Alihe,CN,2022-05-20 02:55:20,50.5667,123.7167,77.34,20,46,10.58
396,Sao Filipe,CV,2022-05-20 02:55:21,14.8961,-24.4956,74.28,72,100,5.97
397,Ranong,TH,2022-05-20 02:55:21,9.9658,98.6348,78.73,82,100,13.35
398,Tayu,ID,2022-05-20 02:55:22,-6.5397,111.0518,84.87,67,81,4.9
399,Gunjur,GM,2022-05-20 02:55:22,13.2019,-16.7339,73.47,94,20,3.44
400,Pasighat,IN,2022-05-20 02:55:23,28.0667,95.3333,70.25,98,100,3.89
401,Coihaique,CL,2022-05-20 02:55:23,-45.5752,-72.0662,35.55,87,0,0.0
402,Kaputa,ZM,2022-05-20 02:55:24,-8.4689,29.6619,64.98,78,100,0.38
403,Muli,MV,2022-05-20 02:55:24,2.9167,73.5667,83.16,77,29,14.34
404,Yanam,IN,2022-05-20 02:55:25,16.7333,82.2167,88.63,64,100,5.57
405,Puerto Madero,MX,2022-05-20 02:55:25,14.7208,-92.4215,82.63,73,93,5.61
406,Lidkoping,SE,2022-05-20 02:55:25,58.5052,13.1577,51.82,93,96,2.55
407,Mount Darwin,ZW,2022-05-20 02:55:26,-16.7725,31.5838,55.04,87,5,2.51
408,Pishin,PK,2022-05-20 02:55:26,30.5803,66.9961,77.0,10,0,5.84
409,Plouzane,FR,2022-05-20 02:56:27,48.3833,-4.6167,53.65,87,0,4.61
410,Leningradskiy,RU,2022-05-20 02:56:27,69.3833,178.4167,34.03,97,100,1.72
411,Olafsvik,IS,2022-05-20 02:56:28,64.8945,-23.7142,46.92,86,99,6.33
412,Kuytun,RU,2022-05-20 02:56:28,54.3419,101.5036,74.37,42,41,6.46
413,Ixtapa,MX,2022-05-20 02:56:29,20.7,-105.2,70.34,78,37,1.54
414,Brewster,US,2022-05-20 02:56:29,41.3973,-73.6171,57.4,96,20,3.0
415,Salalah,OM,2022-05-20 02:56:29,17.0151,54.0924,80.53,72,68,2.91
416,Waingapu,ID,2022-05-20 02:56:30,-9.6567,120.2641,86.05,62,5,17.83
417,Ellsworth,US,2022-05-20 02:56:30,44.5434,-68.4195,49.64,95,100,3.44
418,Chimoio,MZ,2022-05-20 02:56:31,-19.1164,33.4833,57.69,96,2,2.73
419,Obo,CF,2022-05-20 02:56:31,5.3998,26.4869,67.73,98,75,2.89
420,Asau,RO,2022-05-20 02:56:32,46.4333,26.4,51.96,69,19,6.49
421,Okhotsk,RU,2022-05-20 02:56:32,59.3833,143.3,34.88,94,100,7.9
422,Manta,EC,2022-05-20 02:56:33,-0.95,-80.7333,76.78,78,75,4.61
423,Pontes E Lacerda,BR,2022-05-20 02:56:33,-15.2261,-59.3353,50.0,56,89,3.4
424,Kapustin Yar,RU,2022-05-20 02:56:33,48.5831,45.7372,50.38,87,100,11.61
425,Luderitz,NA,2022-05-20 02:56:34,-26.6481,15.1594,52.11,80,27,8.66
426,Trelew,AR,2022-05-20 02:56:34,-43.249,-65.3051,52.59,37,95,0.54
427,Sokoni,TZ,2022-05-20 02:56:35,-6.4333,39.55,78.91,77,90,9.53
428,Douglas,US,2022-05-20 02:56:35,41.3,-96.167,79.9,57,0,10.36
429,Victoria,HK,2022-05-20 02:56:35,22.2855,114.1577,83.32,76,71,8.01
430,Harper,LR,2022-05-20 02:56:36,4.375,-7.7169,78.31,87,72,8.55
431,Guerrero Negro,MX,2022-05-20 02:56:36,27.9769,-114.0611,60.75,82,0,12.88
432,Tilichiki,RU,2022-05-20 02:56:37,60.4667,166.1,39.7,76,100,1.3
433,Roald,NO,2022-05-20 02:56:37,62.5833,6.1333,49.75,100,75,8.05
434,Kavaratti,IN,2022-05-20 02:56:38,10.5669,72.642,83.14,77,96,11.36
435,Boende,CD,2022-05-20 02:56:38,-0.2167,20.8667,72.12,96,100,1.41
436,Kargil,IN,2022-05-20 02:56:39,34.5667,76.1,48.65,40,80,3.85
437,Beyneu,KZ,2022-05-20 02:56:39,45.3167,55.2,75.52,34,100,19.64
438,Opuwo,NA,2022-05-20 02:56:40,-18.0607,13.84,52.34,81,0,5.37
439,Katsina,NG,2022-05-20 02:56:40,12.9894,7.6006,82.4,48,36,1.72
440,Pisco,PE,2022-05-20 02:56:40,-13.7,-76.2167,65.01,82,45,12.66
441,Muisne,EC,2022-05-20 02:56:41,0.6,-80.0333,76.75,85,99,6.89
442,Mhlume,SZ,2022-05-20 02:56:41,-26.0333,31.85,58.84,73,5,3.33
443,Xining,CN,2022-05-20 02:56:42,36.6167,101.7667,61.65,42,75,4.7
444,Teeli,RU,2022-05-20 02:56:42,51.0333,90.2333,53.85,73,100,2.59
445,Coruripe,BR,2022-05-20 02:56:43,-10.1256,-36.1756,77.16,88,100,4.65
446,Ericeira,PT,2022-05-20 02:56:43,38.9627,-9.4156,66.81,87,99,14.81
447,North Battleford,CA,2022-05-20 02:54:21,52.7834,-108.2847,48.29,57,75,21.85
448,Chilca,PE,2022-05-20 02:56:44,-12.5211,-76.7372,64.49,93,95,8.41
449,Edson,CA,2022-05-20 02:56:44,53.5835,-116.4356,42.94,100,100,14.97
450,Bocas Del Toro,PA,2022-05-20 02:56:45,9.3333,-82.25,79.03,78,100,2.44
451,Grand Gaube,MU,2022-05-20 02:56:45,-20.0064,57.6608,73.8,85,56,3.0
452,Vao,NC,2022-05-20 02:56:46,-22.6667,167.4833,74.8,86,89,22.03
453,Coihueco,CL,2022-05-20 02:56:46,-36.6167,-71.8333,56.14,72,100,13.8
454,Humberto De Campos,BR,2022-05-20 02:56:46,-2.5983,-43.4611,74.84,93,99,2.68
455,Arang,IN,2022-05-20 02:56:47,21.2,81.9667,86.32,42,58,8.95
456,Srivardhan,IN,2022-05-20 02:56:47,18.0333,73.0167,83.25,73,100,6.82
457,Ozernovskiy,RU,2022-05-20 02:57:48,51.5,156.5167,40.75,97,100,6.91
458,Hambantota,LK,2022-05-20 02:57:48,6.1241,81.1185,82.74,94,20,11.5
459,Hamilton,US,2022-05-20 02:55:30,39.1834,-84.5333,67.24,94,100,9.22
460,Flin Flon,CA,2022-05-20 02:57:49,54.7682,-101.865,38.48,52,77,9.69
461,Shibetsu,JP,2022-05-20 02:57:49,43.659,145.132,66.9,68,75,4.61
462,Winnemucca,US,2022-05-20 02:57:50,40.973,-117.7357,48.96,28,87,21.65
463,Ugoofaaru,MV,2022-05-20 02:57:50,5.6667,73.0,83.34,78,100,16.6
464,Buchanan,LR,2022-05-20 02:57:51,5.8808,-10.0467,77.79,89,99,5.46
465,Mukhtolovo,RU,2022-05-20 02:57:51,55.4644,43.1953,36.86,87,41,8.43
466,Shimonoseki,JP,2022-05-20 02:57:52,33.95,130.95,68.29,77,75,5.75
467,Oranjemund,NA,2022-05-20 02:57:52,-28.55,16.4333,52.27,86,46,5.39
468,Turukhansk,RU,2022-05-20 02:57:52,65.8167,87.9833,57.87,46,94,19.89
469,Birao,CF,2022-05-20 02:57:53,10.2849,22.7882,80.38,62,84,3.94
470,Daphne,US,2022-05-20 02:57:53,30.6035,-87.9036,78.69,66,100,3.0
471,Mortka,RU,2022-05-20 02:57:54,59.3322,66.0214,41.32,82,100,11.61
472,Sao Sebastiao,BR,2022-05-20 02:57:54,-23.76,-45.4097,60.76,88,68,7.05
473,Uyskoye,RU,2022-05-20 02:57:55,54.3775,60.0047,44.04,62,69,12.19
474,Kondoa,TZ,2022-05-20 02:57:55,-4.9,35.7833,54.9,96,81,4.45
475,Novoagansk,RU,2022-05-20 02:57:56,61.9449,76.6625,48.63,85,64,12.57
476,Kirakira,SB,2022-05-20 02:57:56,-10.4544,161.9205,83.1,75,27,3.42
477,Klaksvik,FO,2022-05-20 02:57:57,62.2266,-6.589,48.97,96,100,22.77
478,Torrington,US,2022-05-20 02:54:52,41.8007,-73.1212,55.65,96,1,4.81
479,Warren,US,2022-05-20 02:55:01,39.4334,-84.1666,70.75,85,75,11.5
480,Sonder Bjert,DK,2022-05-20 02:57:57,55.4527,9.5674,55.65,94,96,10.36
481,Tombouctou,ML,2022-05-20 02:57:58,20.0,-3.0,87.84,9,3,11.77
482,Morgaushi,RU,2022-05-20 02:57:58,55.9643,46.7743,37.56,84,98,8.7
483,Niteroi,BR,2022-05-20 02:57:59,-22.8833,-43.1036,66.65,68,75,17.27
484,Nuuk,GL,2022-05-20 02:53:47,64.1835,-51.7216,37.49,66,63,6.22
485,Charlestown,AU,2022-05-20 02:57:59,-32.95,151.6667,61.68,87,100,5.99
486,Soyo,AO,2022-05-20 02:58:00,-6.1349,12.3689,76.08,87,86,8.34
487,Husavik,IS,2022-05-20 02:58:00,66.0449,-17.3389,46.22,83,55,7.78
488,Egvekinot,RU,2022-05-20 02:58:01,66.3167,-179.1667,34.21,83,79,2.59
489,Deshnok,IN,2022-05-20 02:58:01,27.7986,73.3447,96.51,19,0,18.16
490,Aksu,CN,2022-05-20 02:58:02,41.1231,80.2644,78.57,20,100,4.36
491,Hovd,MN,2022-05-20 02:58:02,48.0056,91.6419,69.91,25,100,2.26
492,Lufilufi,WS,2022-05-20 02:58:03,-13.8745,-171.5986,91.18,74,8,11.99
493,Kendallville,US,2022-05-20 02:58:03,41.4414,-85.265,70.75,78,0,6.91
494,Jiuquan,CN,2022-05-20 02:58:04,39.7432,98.5174,76.89,18,2,7.52
495,Rzhev,RU,2022-05-20 02:58:04,56.2624,34.3282,35.56,87,2,5.26
496,Sioux Lookout,CA,2022-05-20 02:58:05,50.1001,-91.917,51.87,66,100,4.61
497,Deputatskiy,RU,2022-05-20 02:58:05,69.3,139.9,29.57,95,100,5.66
498,Buraydah,SA,2022-05-20 02:58:06,26.326,43.975,82.85,13,0,8.99
499,Kabala,SL,2022-05-20 02:58:07,9.5833,-11.55,74.14,90,100,5.93
500,Hebi,CN,2022-05-20 02:58:07,35.8992,114.1925,86.43,23,0,10.58
501,Tual,ID,2022-05-20 02:58:07,-5.6667,132.75,84.16,67,87,17.52
502,Fujin,CN,2022-05-20 02:59:08,47.26,132.0322,74.01,37,99,10.67
503,Priargunsk,RU,2022-05-20 02:59:08,50.3691,119.1012,74.84,17,7,19.86
504,Russell,US,2022-05-20 02:59:09,32.3502,-85.1999,78.96,58,22,9.15
505,Gorin,RU,2022-05-20 02:59:09,51.1983,136.6669,56.3,44,92,7.7
506,Houffalize,BE,2022-05-20 02:59:10,50.1332,5.7889,61.09,98,96,4.12
507,Acarau,BR,2022-05-20 02:59:10,-2.8856,-40.12,76.89,88,95,4.09
508,Timbiqui,CO,2022-05-20 02:59:11,2.7717,-77.6654,73.54,98,100,4.36
509,Paraiso,CR,2022-05-20 02:59:11,9.8383,-83.8656,66.88,100,100,1.88
510,Hernani,ES,2022-05-20 02:59:12,43.2662,-1.9762,64.81,87,100,3.44
511,Kanker,IN,2022-05-20 02:59:12,20.2719,81.4931,89.38,53,96,5.48
512,Riohacha,CO,2022-05-20 02:59:13,11.5444,-72.9072,81.48,75,100,13.85
513,Eyl,SO,2022-05-20 02:59:14,7.9803,49.8164,82.15,66,83,17.09
514,Celestun,MX,2022-05-20 02:59:14,20.8667,-90.4,81.3,69,0,14.65
515,Dauphin,CA,2022-05-20 02:59:15,51.1494,-100.0502,41.14,81,100,24.16
516,Conceicao Do Rio Verde,BR,2022-05-20 02:59:15,-21.8808,-45.0853,42.03,94,0,2.19
517,Tanout,NE,2022-05-20 02:59:16,14.9709,8.8879,82.31,33,45,8.32
518,Tshikapa,CD,2022-05-20 02:59:16,-6.4167,20.8,74.61,68,97,1.77
519,Kazachka,RU,2022-05-20 02:59:17,53.3644,38.0694,44.83,91,89,8.66
520,Yamada,JP,2022-05-20 02:59:17,39.4667,141.95,71.76,42,58,8.28
521,Totness,SR,2022-05-20 02:59:18,5.8833,-56.3167,77.43,83,98,5.01
522,Ati,TD,2022-05-20 02:59:19,13.2154,18.3353,88.68,23,91,6.15
523,Paamiut,GL,2022-05-20 02:59:19,61.994,-49.6678,33.8,85,83,5.3
524,Boa Vista,BR,2022-05-20 02:59:20,2.8197,-60.6733,75.18,88,75,3.44
525,Orlovskiy,RU,2022-05-20 02:59:20,46.8714,42.0592,47.79,93,97,12.37
526,Alice Springs,AU,2022-05-20 02:59:21,-23.7,133.8833,69.22,32,0,8.05
527,Hay River,CA,2022-05-20 02:59:21,60.8156,-115.7999,37.38,70,75,8.05
528,Balcesti,RO,2022-05-20 02:59:22,44.6167,23.95,48.11,69,4,3.76
529,Pudozh,RU,2022-05-20 02:59:22,61.8099,36.5345,35.24,79,62,5.03
530,Axim,GH,2022-05-20 02:59:23,4.8699,-2.2405,78.67,87,100,6.96
531,Prince Rupert,CA,2022-05-20 02:55:22,54.3161,-130.3201,50.09,81,20,6.91
532,Baykit,RU,2022-05-20 02:59:23,61.67,96.37,61.39,50,99,10.76
533,Kununurra,AU,2022-05-20 02:59:24,-15.7667,128.7333,91.38,33,0,13.8
534,Hearst,CA,2022-05-20 02:59:24,49.6835,-83.6665,46.65,94,100,4.03
535,Chifeng,CN,2022-05-20 02:55:21,42.2683,118.9636,77.63,18,0,1.83
536,Toamasina,MG,2022-05-20 02:59:25,-18.1667,49.3833,68.0,94,75,11.5
537,Cap-Aux-Meules,CA,2022-05-20 02:56:01,47.3821,-61.8597,46.45,57,20,9.22
538,Oktyabrskiy,RU,2022-05-20 02:59:25,54.4815,53.471,43.3,78,4,4.18
539,San Carlos De Bariloche,AR,2022-05-20 02:59:26,-41.1456,-71.3082,42.55,87,75,3.44
540,Rawlins,US,2022-05-20 02:59:26,41.7911,-107.2387,38.35,90,100,26.35
541,Doka,SD,2022-05-20 02:59:27,13.5167,35.7667,85.14,24,44,7.07
542,Floro,NO,2022-05-20 02:59:27,61.5996,5.0328,48.16,100,100,6.91
543,Abalak,RU,2022-05-20 02:59:28,58.1286,68.5944,46.81,62,10,11.81
544,Adre,TD,2022-05-20 02:59:28,13.4667,22.2,81.07,14,4,14.2
545,Gisborne,NZ,2022-05-20 02:59:29,-38.6533,178.0042,61.18,62,16,19.39
546,La Union,PE,2022-05-20 02:59:29,-5.4,-80.75,68.81,73,24,12.82
547,Namatanai,PG,2022-05-20 02:59:30,-3.6667,152.4333,84.85,68,12,6.82
548,Bani Walid,LY,2022-05-20 02:59:30,31.7566,13.9942,63.01,89,0,8.99
549,Batagay,RU,2022-05-20 02:59:31,67.6333,134.6333,44.65,58,89,2.46
550,Tagab,AF,2022-05-20 03:00:39,34.855,69.6492,70.79,42,31,5.46
551,Chimbote,PE,2022-05-20 03:00:58,-9.0853,-78.5783,63.95,92,46,6.76
552,San Vicente,AR,2022-05-20 03:01:09,-26.6167,-54.1333,39.09,98,66,2.26
553,Karratha,AU,2022-05-20 03:01:15,-20.7377,116.8463,81.93,55,0,7.18
554,Tukrah,LY,2022-05-20 03:01:22,32.5341,20.5791,62.37,64,0,25.26
555,Marawi,PH,2022-05-20 03:01:29,7.9986,124.2928,84.0,60,77,1.81
556,Lorengau,PG,2022-05-20 03:01:32,-2.0226,147.2712,84.18,73,48,4.54
557,Simbahan,PH,2022-05-20 03:01:39,6.3032,120.5836,82.94,75,76,1.79
558,Ambo,PE,2022-05-20 03:01:44,-10.1308,-76.2047,55.4,91,59,1.28
559,Luau,AO,2022-05-20 03:01:53,-10.7073,22.2247,59.4,55,55,4.9
560,Kuala Pilah,MY,2022-05-20 03:01:57,2.7389,102.2487,87.85,60,85,2.08
561,Bo Rai,TH,2022-05-20 03:01:58,12.5728,102.5371,82.76,96,100,3.56
562,Lewiston,US,2022-05-20 03:01:58,44.1003,-70.2148,49.71,97,100,3.44
563,Banda Aceh,ID,2022-05-20 03:01:58,5.5577,95.3222,85.14,71,100,10.56
564,Alcudia,ES,2022-05-20 02:59:30,39.8532,3.1214,73.26,70,5,5.73
565,Matamoros,MX,2022-05-20 03:01:59,25.5333,-103.25,87.53,10,53,8.55
566,Yarmouth,US,2022-05-20 03:02:00,41.7057,-70.2286,55.98,96,100,4.61
